"CustomerID,Churn_Probability_%"
"3583-KRKMD,6.6"
"6752-APNJL,6.6"
"9895-VFOXH,6.6"
"4647-XXZAM,6.6"
"2651-ZCBXV,6.6"
"5161-XEUVX,6.6"
"0308-IVGOK,6.6"
"1020-JPQOW,6.6"
"3417-TSCIC,6.6"
"6906-MPARY,6.6"
"9921-EZKBY,6.6"
"4026-SKKHW,6.6"
"3096-YXENJ,6.6"
"5120-ZBLAI,6.6"
"3174-RKMOW,6.6"
"2927-QRRQV,6.6"
"9342-VNIMQ,6.6"
"8123-QBNAZ,6.6"
"7674-YTAFD,6.6"
"5081-NWSUP,6.6"
"8552-OBVRU,6.6"
"2801-NISEI,6.6"
"4304-TSPVK,6.6"
"3301-LSLWQ,6.6"
"6733-LRIZX,6.6"
"4132-POCZS,6.6"
"0308-GIQJT,6.6"
"1472-TNCWL,6.6"
"4806-DXQCE,6.6"
"3845-JHAMY,6.6"
"8402-EIVQS,6.6"
"9610-WCESF,6.6"
"4075-WKNIU,6.6"
"7797-EJMDP,6.6"
"3439-GVUSX,6.6"
"5325-UWTWJ,6.6"
"1696-MZVAU,6.4"
"3181-VTHOE,6.4"
"4547-FZJWE,6.4"
"0023-UYUPN,6.4"
"8647-SDTWQ,6.4"
"7089-XXAYG,6.4"
"6773-LQTVT,6.4"
"9971-ZWPBF,6.4"
"3521-MNKLV,6.4"
"3779-OSWCF,6.4"
"0345-XMMUG,6.4"
"5716-LIBJC,6.4"
"6258-NGCNG,6.4"
"1480-IVEVR,6.4"
"0980-PVMRC,6.4"
"5832-TRLPB,6.4"
"0136-IFMYD,6.4"
"0422-UXFAP,6.4"
"7611-YKYTC,6.4"
"6614-VBEGU,6.4"
"6257-DTAYD,6.4"
"9415-TPKRV,6.4"
"6821-JPCDC,6.4"
"8805-JNRAZ,6.4"
"9504-DSHWM,6.4"
"9700-ISPUP,6.4"
"5343-SGUBI,6.4"
"0128-MKWSG,6.4"
"3099-OONVS,6.4"
"7826-VVKWT,6.4"
"6121-TNHBO,6.2"
"5056-FIMPT,6.2"
"3221-CJMSG,6.2"
"5337-IIWKZ,6.2"
"9351-LZYGF,6.2"
"2402-TAIRZ,6.2"
"1125-SNVCK,6.2"
"7993-NQLJE,6.2"
"3679-XASPY,6.2"
"4742-DRORA,6.2"
"4654-DLAMQ,6.2"
"2338-BQEZT,6.2"
"3137-LUPIX,6.2"
"8677-HDZEE,6.2"
"6870-ECSHE,6.2"
"9943-VSZUV,6.2"
"4987-GQWPO,6.2"
"2985-JUUBZ,6.2"
"8295-FHIVV,6.2"
"8695-WDYEA,6.2"
"5982-FPVQN,6.2"
"5149-CUZUJ,6.2"
"7064-FRRSW,6.2"
"8819-ZBYNA,6.2"
"5915-DGNVC,6.2"
"5327-XOKKY,6.2"
"0716-BQNDX,6.2"
"3511-APPBJ,6.2"
"9761-XUJWD,6.2"
"2055-SIFSS,6.2"
"3570-YUEKJ,6.2"
"0787-LHDYT,6.2"
"4452-QIIEB,6.2"
"6710-HSJRD,6.2"
"2474-LCNUE,6.2"
"5294-IMHHT,6.2"
"4137-JOPHL,6.2"
"9481-SFCQY,6.2"
"5651-CRHKQ,6.2"
"7740-KKCXF,6.2"
"2307-FYNNL,6.2"
"1848-LBZHY,6.2"
"4828-FAZPK,6.2"
"3736-BLEPA,6.2"
"2890-WFBHU,6.2"
"9374-YOLBJ,6.2"
"3605-JISKB,6.2"
"5756-JYOJT,6.2"
"5268-DSMNQ,6.2"
"3645-DEYGF,6.18"
"1559-DTODC,6.0"
"6353-BRMMA,6.0"
"2828-SLQPF,6.0"
"5949-HGVJL,6.0"
"0178-SZBHO,6.0"
"8152-VETUR,6.0"
"8591-NXRCV,6.0"
"6483-OATDN,6.0"
"6891-JPYFF,6.0"
"3518-FSTWG,6.0"
"8791-GFXLZ,6.0"
"7892-QVYKW,6.0"
"2303-PJYHN,6.0"
"1360-XFJMR,6.0"
"3729-OWRVL,6.0"
"7016-NVRIC,6.0"
"9513-DXHDA,6.0"
"4833-QTJNO,6.0"
"6954-OOYZZ,6.0"
"4177-JPDFU,6.0"
"6035-BXTTY,6.0"
"4851-BQDNX,6.0"
"4374-YMUSQ,6.0"
"7036-TYDEC,6.0"
"3701-SFMUH,6.0"
"6507-DTJZV,6.0"
"4472-VESGY,6.0"
"5309-TAIKL,6.0"
"6705-LNMDD,6.0"
"0496-AHOOK,6.0"
"2202-OUTMO,6.0"
"0377-JBKKT,6.0"
"3969-JQABI,6.0"
"3714-XPXBW,6.0"
"1803-BGNBD,6.0"
"8548-AWOFC,6.0"
"6907-CQGPN,6.0"
"6859-RKMZJ,6.0"
"3387-PLKUI,6.0"
"9480-BQJEI,6.0"
"0673-IGUQO,5.98"
"2668-TZSPS,5.98"
"5857-XRECV,5.8"
"0880-FVFWF,5.8"
"7054-ENNGU,5.8"
"5353-WILCI,5.8"
"3413-CSSTH,5.8"
"4277-UDIEF,5.8"
"0487-RPVUM,5.8"
"4118-CEVPF,5.8"
"1060-ENTOF,5.8"
"7241-AJHFS,5.8"
"3723-BFBGR,5.8"
"0112-QAWRZ,5.8"
"1679-JRFBR,5.8"
"3489-VSFRD,5.8"
"7874-ECPQJ,5.8"
"4544-RXFMG,5.8"
"7853-WNZSY,5.8"
"1852-XEMDW,5.8"
"6029-CSMJE,5.8"
"1410-RSCMR,5.8"
"5327-CNLUQ,5.8"
"1530-ZTDOZ,5.8"
"8065-QBYTO,5.8"
"9589-ABEPT,5.8"
"9786-IJYDL,5.8"
"0254-FNMCI,5.8"
"7673-LPRNY,5.8"
"9609-BENEA,5.8"
"1622-HSHSF,5.79"
"2676-ISHSF,5.78"
"9122-UMROB,5.78"
"2616-UUTFK,5.6"
"4598-ZADCK,5.6"
"9373-WSLOY,5.6"
"0657-DOGUM,5.6"
"4826-DXMUP,5.6"
"3694-GLTJM,5.6"
"9308-ANMVE,5.6"
"9330-DHBFL,5.6"
"5499-ECUTN,5.6"
"5913-INRQV,5.6"
"4391-LNRXK,5.6"
"1898-JSNDC,5.6"
"8189-DUKMV,5.6"
"4525-VZCZG,5.6"
"2533-TIBIX,5.6"
"1991-VOPLL,5.6"
"9396-ZSFLL,5.6"
"8474-UMLNT,5.6"
"2270-CHBFN,5.6"
"8023-QHAIO,5.6"
"0454-OKRCT,5.6"
"9225-BZLNZ,5.6"
"7105-MXJLL,5.6"
"5393-HJZSM,5.6"
"0708-SJDIS,5.6"
"2896-TBNBE,5.6"
"5898-IGSLP,5.6"
"2911-WDXMV,5.6"
"5127-BZENZ,5.6"
"3181-MIZBN,5.6"
"7869-ZYDST,5.6"
"8455-HIRAQ,5.6"
"9092-GDZKO,5.6"
"4508-OEBEY,5.6"
"2959-EEXWB,5.6"
"5195-KPUNQ,5.6"
"6576-FBXOJ,5.6"
"7409-JURKQ,5.6"
"0206-TBWLC,5.6"
"4065-JJAVA,5.6"
"7134-HBPBS,5.6"
"2522-AHJXR,5.6"
"9938-ZREHM,5.6"
"7964-YESJC,5.6"
"2519-ERQOJ,5.6"
"8261-GWDBQ,5.6"
"9691-HKOVS,5.6"
"5989-AXPUC,5.6"
"1140-UKVZG,5.4"
"6603-QWSPR,5.4"
"1728-CXQBE,5.4"
"0983-TATYJ,5.4"
"0621-JFHOL,5.4"
"9779-DPNEJ,5.4"
"6416-JNVRK,5.4"
"2805-EDJPQ,5.4"
"1452-KIOVK,5.4"
"1839-UMACK,5.4"
"3214-IYUUQ,5.4"
"5934-TSSAU,5.4"
"6754-WKSHP,5.4"
"0731-EBJQB,5.4"
"6266-QHOJZ,5.4"
"5173-ZXXXL,5.4"
"2279-AXJJK,5.4"
"8198-RKSZG,5.4"
"7619-PLRLP,5.4"
"3154-CFSZG,5.4"
"1535-VTJOQ,5.4"
"3977-QCRSL,5.4"
"0701-RFGFI,5.4"
"8963-MQVYN,5.4"
"8752-GHJFU,5.4"
"5140-FOMCQ,5.4"
"9163-GHAYE,5.4"
"1769-GRUIK,5.4"
"8659-HDIYE,5.4"
"2672-OJQZP,5.4"
"2599-CZABP,5.4"
"2812-SFXMJ,5.4"
"6242-FEGFD,5.4"
"5543-QDCRY,5.4"
"2558-BUOZZ,5.4"
"5156-UMKOW,5.4"
"0939-EREMR,5.4"
"1335-HQMKX,5.4"
"6296-DDOOR,5.4"
"7820-ZYGNY,5.4"
"6092-QZVPP,5.4"
"5339-TJFEK,5.4"
"8089-UZWLX,5.4"
"4785-NKHCX,5.4"
"9426-SXNHE,5.4"
"6341-JVQGF,5.4"
"9054-FOWNV,5.4"
"8663-UPDGF,5.4"
"6352-GIGGQ,5.4"
"9974-JFBHQ,5.4"
"5701-SVCWR,5.36"
"7754-IXRMC,5.3"
"7184-LRUUR,5.2"
"2087-QAREY,5.2"
"7100-FQPRV,5.2"
"7102-JJVTX,5.2"
"6036-TTFYU,5.2"
"4226-KKDON,5.2"
"9644-KVCNC,5.2"
"6827-IEAUQ,5.2"
"3229-USWAR,5.2"
"1814-DKOLC,5.2"
"7175-NTIXE,5.2"
"3038-PQIUY,5.2"
"1785-BPHTP,5.2"
"7402-PWYJJ,5.2"
"6366-XIVKZ,5.2"
"7191-ADRGF,5.2"
"9200-NLNPD,5.2"
"4001-TSBTV,5.2"
"1266-NZYUI,5.2"
"4501-UYKBC,5.2"
"5642-MHDQT,5.2"
"8738-JOKAR,5.2"
"3086-RUCRN,5.2"
"1088-CNNKB,5.2"
"6253-WRFHY,5.2"
"7998-ZLXWN,5.2"
"1518-OMDIK,5.2"
"9955-QOPOY,5.2"
"6333-YDVLT,5.2"
"2692-PFYTJ,5.2"
"0756-MPZRL,5.2"
"0384-LPITE,5.2"
"3170-GWYKC,5.2"
"3327-YBAKM,5.2"
"7531-GQHME,5.2"
"0655-YDGFJ,5.2"
"9770-KXGQU,5.2"
"0201-MIBOL,5.2"
"1360-RCYRT,5.2"
"6980-CDGFC,5.2"
"1763-WQFUK,5.2"
"0620-XEFWH,5.2"
"0463-WZZKO,5.2"
"5804-HYIEZ,5.2"
"9570-KYEUA,5.2"
"1474-JUWSM,5.0"
"0356-OBMAC,5.0"
"0961-ZWLVI,5.0"
"7234-KMNRQ,5.0"
"9327-QSDED,5.0"
"1122-YJBCS,5.0"
"3062-ICYZQ,5.0"
"7777-UNYHB,5.0"
"3404-JNXAX,5.0"
"4020-KIUDI,5.0"
"2967-MXRAV,5.0"
"5846-QFDFI,5.0"
"4119-ZYPZY,5.0"
"6408-OTUBZ,5.0"
"2240-HSJQD,5.0"
"2475-MROZF,5.0"
"7629-WFGLW,5.0"
"7017-VFULY,5.0"
"1045-LTCYT,5.0"
"3941-XTSKM,5.0"
"5726-CVNYA,5.0"
"0114-RSRRW,5.0"
"8896-BQTTI,5.0"
"0303-UNCIP,5.0"
"9350-VLHMB,5.0"
"0134-XWXCE,5.0"
"3506-OVLKD,5.0"
"7691-XVTZH,5.0"
"0096-FCPUF,5.0"
"2680-XKKNJ,5.0"
"3167-SNQPL,5.0"
"9909-IDLEK,5.0"
"3572-UOLYZ,5.0"
"3280-MRDOF,5.0"
"8967-SZQAS,5.0"
"7672-VFMXZ,5.0"
"6252-DFGTK,5.0"
"3696-XRIEN,5.0"
"4868-AADLV,5.0"
"0701-TJSEF,5.0"
"7055-JCGNI,5.0"
"2019-HDCZY,5.0"
"9578-FOMUK,5.0"
"1154-HYWWO,5.0"
"3915-ODIYG,5.0"
"0080-EMYVY,5.0"
"7361-YPXFS,5.0"
"2592-YKDIF,4.96"
"3590-TCXTB,4.96"
"5678-VFNEQ,4.8"
"9822-BIIGN,4.8"
"1956-YIFGE,4.8"
"4016-BJKTZ,4.8"
"7336-RLLRH,4.8"
"5423-BHIXO,4.8"
"6718-BDGHG,4.8"
"1696-HXOWK,4.8"
"6368-NWMCE,4.8"
"4795-WRNVT,4.8"
"5539-HIVAK,4.8"
"7036-ZZKBD,4.8"
"9357-UJRUN,4.8"
"6925-BAYGL,4.8"
"4908-XAXAY,4.8"
"5955-EPOAZ,4.8"
"6854-EXGSF,4.8"
"3466-WAESX,4.8"
"5294-DMSFH,4.8"
"9445-ZUEQE,4.8"
"2294-SALNE,4.8"
"7351-KYHQH,4.8"
"4626-OZDTJ,4.8"
"4316-XCSLJ,4.8"
"3007-FDPEA,4.8"
"4079-VTGLK,4.8"
"8033-ATFAS,4.8"
"5998-DZLYR,4.8"
"8405-IGQFX,4.8"
"7916-VCCPB,4.8"
"3345-PBBFH,4.8"
"7312-XSBAT,4.8"
"9959-WOFKT,4.8"
"6284-KMNUF,4.8"
"1409-PHXTF,4.8"
"6647-ZEDXT,4.8"
"6120-RJKLU,4.8"
"1710-RCXUS,4.8"
"8898-KASCD,4.8"
"5837-LXSDN,4.8"
"8075-GXIUB,4.8"
"9972-VAFJJ,4.8"
"2419-FSORS,4.8"
"1353-LJWEM,4.8"
"9764-REAFF,4.8"
"2746-DIJLO,4.8"
"0310-SUCIN,4.6"
"0048-PIHNL,4.6"
"8041-TMEID,4.6"
"6738-ISCBM,4.6"
"3059-NGMXB,4.6"
"7109-MFBYV,4.6"
"0795-GMVQO,4.6"
"4063-EIKNQ,4.6"
"7740-BTPUX,4.6"
"7925-PNRGI,4.6"
"0248-PGHBZ,4.6"
"6231-WFGFH,4.6"
"9862-KJTYK,4.6"
"8220-OCUFY,4.6"
"9498-FIMXL,4.6"
"1183-CANVH,4.6"
"4670-TABXH,4.6"
"2739-CCZMB,4.6"
"5954-BDFSG,4.6"
"8859-AXJZP,4.6"
"1866-NXPSP,4.6"
"6497-TILVL,4.6"
"3126-WQMGH,4.6"
"2192-CKRLV,4.6"
"2782-JEEBU,4.6"
"3566-CAAYU,4.6"
"3780-DDGSE,4.6"
"1163-ONYEY,4.6"
"9881-VCZEP,4.6"
"5032-USPKF,4.6"
"6754-LZUKA,4.6"
"8085-MSNLK,4.6"
"7926-IJOOU,4.6"
"1336-EZFZY,4.6"
"4049-ZPALD,4.6"
"9199-PWQVC,4.6"
"5995-WWKKG,4.6"
"3391-JSQEW,4.6"
"4821-SJHJV,4.6"
"4163-HFTUK,4.6"
"1137-DGOWI,4.6"
"7833-PKIHD,4.6"
"0484-FFVBJ,4.6"
"7636-XUHWW,4.6"
"4213-HKBJO,4.6"
"2455-USLMV,4.6"
"3146-JTQHR,4.6"
"6465-GSRCL,4.4"
"7266-GSSJX,4.4"
"7781-EWARA,4.4"
"7299-GNVPL,4.4"
"7706-DZNKK,4.4"
"7838-LAZFO,4.4"
"2373-NTKOD,4.4"
"3259-QMXUN,4.4"
"8984-EYLLL,4.4"
"7693-QPEFS,4.4"
"8495-LJDFO,4.4"
"2308-STERM,4.4"
"7426-WEIJX,4.4"
"0487-VVUVK,4.4"
"2883-ILGWO,4.4"
"9933-QRGTX,4.4"
"8999-XXGNS,4.4"
"9780-FKVVF,4.4"
"1282-IHQAC,4.4"
"1543-LLLFT,4.4"
"2453-SAFNS,4.4"
"5562-YJQGT,4.4"
"4396-KLSEH,4.4"
"5382-TEMLV,4.4"
"9906-NHHVC,4.4"
"5206-XZZQI,4.4"
"0412-UCCNP,4.4"
"5590-ZSKRV,4.4"
"3524-WQDSG,4.4"
"1845-CSBRZ,4.4"
"0842-IWYCP,4.4"
"8595-SIZNC,4.4"
"5223-UZAVK,4.4"
"3209-ZPKFI,4.4"
"3981-QSVQI,4.2"
"4686-GEFRM,4.2"
"8049-WJCLQ,4.2"
"1271-UODNO,4.2"
"4549-ZDQYY,4.2"
"2446-ZKVAF,4.2"
"7824-PANSQ,4.2"
"5397-TUPSH,4.2"
"5855-EIBDE,4.2"
"1877-HKBQX,4.2"
"5921-NGYRH,4.2"
"0481-SUMCB,4.2"
"4459-BBGHE,4.2"
"2717-HVIZY,4.2"
"4472-LVYGI,4.2"
"3397-AVTKU,4.2"
"7682-AZNDK,4.2"
"6766-HFKLA,4.2"
"8996-ZROXE,4.2"
"3161-GETRM,4.2"
"4369-NYSCF,4.2"
"0440-UEDAI,4.2"
"0565-JUPYD,4.2"
"7919-ZODZZ,4.2"
"9817-APLHW,4.2"
"5386-THSLQ,4.2"
"2692-AQCPF,4.2"
"9659-ZTWSM,4.2"
"0064-YIJGF,4.2"
"6196-HBOBZ,4.2"
"5639-NTUPK,4.2"
"1174-FGIFN,4.2"
"9432-RUVSL,4.2"
"9758-MFWGD,4.2"
"2391-IPLOP,4.2"
"4565-EVZMJ,4.2"
"4350-ZTLPI,4.2"
"8313-AFGBW,4.2"
"6322-HRPFA,4.2"
"7343-EOBEU,4.2"
"0887-WBJVH,4.0"
"4616-EWBNJ,4.0"
"3442-ZHHCC,4.0"
"8133-ANHHJ,4.0"
"6281-FKEWS,4.0"
"1755-RMCXH,4.0"
"0853-NWIFK,4.0"
"4692-NNQRU,4.0"
"8221-EQDGL,4.0"
"6734-FQAJX,4.0"
"6371-NZYEG,4.0"
"2978-XXSOG,4.0"
"5504-WSIUR,4.0"
"8910-ICHIU,4.0"
"6500-JVEGC,4.0"
"8799-OXZMD,4.0"
"0678-RLHVP,4.0"
"1936-CZAKF,4.0"
"9362-MWODR,4.0"
"9912-OMZDS,4.0"
"4835-YSJMR,4.0"
"3733-UOCWF,4.0"
"9359-UGBTK,4.0"
"8317-BVKSO,4.0"
"9470-RTWDV,4.0"
"7964-ZRKKG,4.0"
"1346-PJWTK,4.0"
"2242-MFOTG,4.0"
"3936-QQFLL,4.0"
"8869-LIHMK,4.0"
"1397-XKKWR,4.0"
"7471-MQPOS,4.0"
"8190-ZTQFB,4.0"
"1867-TJHTS,4.0"
"5090-EMGTC,4.0"
"9720-JJJOR,4.0"
"4776-XSKYQ,4.0"
"4291-HYEBC,4.0"
"3174-AKMAS,4.0"
"3173-NVMPX,4.0"
"1794-SWWKL,4.0"
"0303-WMMRN,4.0"
"6568-POCUI,4.0"
"3354-OADJP,4.0"
"9289-LBQVU,4.0"
"0564-MUUQK,4.0"
"1370-GGAWX,4.0"
"3043-SUDUA,4.0"
"8268-YDIXR,4.0"
"6040-CGACY,3.8"
"3999-WRNGR,3.8"
"3370-GQEAL,3.8"
"4189-NAKJS,3.8"
"0289-IVARM,3.8"
"2379-GYFLQ,3.8"
"0392-BZIUW,3.8"
"3374-PZLXD,3.8"
"2522-WLNSF,3.8"
"7203-OYKCT,3.8"
"4237-CLSMM,3.8"
"6035-RIIOM,3.8"
"7163-OCEQI,3.8"
"2155-AMQRX,3.8"
"4495-LHSSK,3.8"
"1866-DIOQZ,3.8"
"9251-WNSOD,3.8"
"4504-YOULA,3.8"
"4957-TIALW,3.8"
"0098-BOWSO,3.8"
"3680-CTHUH,3.8"
"1179-INLAT,3.8"
"7156-MXBJE,3.8"
"2580-ASVVY,3.8"
"3794-NFNCH,3.8"
"8226-BXGES,3.8"
"1414-YADCW,3.8"
"6682-VCIXC,3.8"
"1104-FEJAM,3.8"
"2001-EWBQU,3.8"
"3307-TLCUD,3.8"
"8246-SHFGA,3.8"
"2525-GVKQU,3.8"
"6504-VBLFL,3.8"
"2233-TXSIU,3.8"
"2212-LYASK,3.8"
"9904-EHEVJ,3.8"
"4199-QHJNM,3.8"
"1557-EMYVT,3.8"
"3039-MJSLN,3.8"
"6789-HJBWG,3.8"
"8961-QDZZJ,3.8"
"3318-ISQFQ,3.8"
"8879-ZKJOF,3.8"
"5651-YLPRD,3.8"
"7785-RDVIG,3.8"
"3541-ZNUHK,3.8"
"5777-KJIRB,3.8"
"4397-FRLTA,3.8"
"2167-FQSTQ,3.8"
"7722-CVFXN,3.8"
"4747-LCAQL,3.8"
"5160-UXJED,3.8"
"6250-CGGUN,3.8"
"7483-IQWIB,3.8"
"4829-ZLJTK,3.8"
"3192-LNKRK,3.8"
"4797-MIWUM,3.6"
"4098-NAUKP,3.6"
"1937-OTUKY,3.6"
"6668-CNMFP,3.6"
"8071-SBTRN,3.6"
"1297-VQDRP,3.6"
"9496-IVVRP,3.6"
"0187-WZNAB,3.6"
"2775-SEFEE,3.6"
"0635-WKOLD,3.6"
"5756-OZRIO,3.6"
"2316-ESMLS,3.6"
"5025-GOOKI,3.6"
"7968-QUXNS,3.6"
"8184-WMOFI,3.6"
"1552-CZCLL,3.6"
"0690-SRQID,3.6"
"4012-ZTHBR,3.6"
"7654-YWJUF,3.6"
"1708-PBBOA,3.6"
"2887-JPYLU,3.6"
"5524-KHNJP,3.6"
"7129-AZJDE,3.6"
"0584-BJQGZ,3.6"
"9000-PLFUZ,3.6"
"1074-AMIOH,3.6"
"5066-GFJMM,3.6"
"5176-LDKUH,3.6"
"6869-FGJJC,3.6"
"0374-AACSZ,3.6"
"7537-CBQUZ,3.6"
"1097-FSPVW,3.6"
"0104-PPXDV,3.6"
"6075-QMNRR,3.6"
"9800-ONTFE,3.6"
"9139-TWBAS,3.6"
"6620-HVDUJ,3.6"
"7816-VGHTO,3.6"
"2150-WLKUW,3.6"
"1732-FEKLD,3.6"
"8496-DMZUK,3.6"
"7746-QYVCO,3.6"
"4830-FAXFM,3.6"
"9134-WYRVP,3.6"
"8017-UVSZU,3.6"
"1925-GMVBW,3.6"
"3450-WXOAT,3.6"
"4819-HJPIW,3.6"
"6924-TDGMT,3.6"
"2931-VUVJN,3.6"
"0621-CXBKL,3.6"
"8727-XDPUD,3.6"
"7123-WQUHX,3.6"
"2055-BFOCC,3.6"
"2320-YKQBO,3.6"
"9518-IMLHK,3.6"
"0292-WEGCH,3.6"
"8756-RDDLT,3.6"
"9619-GSATL,3.6"
"4097-YODCF,3.6"
"8262-COGGB,3.44"
"5996-DAOQL,3.44"
"9555-SAHUZ,3.4"
"5640-CAXOA,3.4"
"5329-KRDTM,3.4"
"7159-NOKYQ,3.4"
"7074-STDCN,3.4"
"6506-EYCNH,3.4"
"0027-KWYKW,3.4"
"1036-GUDCL,3.4"
"3468-DRVQJ,3.4"
"1663-MHLHE,3.4"
"1226-JZNKR,3.4"
"3633-CDBUW,3.4"
"7446-KQISO,3.4"
"3635-JBPSG,3.4"
"3658-QQJYD,3.4"
"9762-YAQAA,3.4"
"2928-HLDBA,3.4"
"7449-HVPIV,3.4"
"8930-XOTDP,3.4"
"9031-ZVQPT,3.4"
"6937-GCDGQ,3.4"
"2368-GAKKQ,3.4"
"3908-MKIMJ,3.4"
"9367-TCUYN,3.4"
"2969-WGHQO,3.4"
"0811-GSDTP,3.4"
"5049-MUBWG,3.4"
"2946-KIQSP,3.4"
"2292-XQWSV,3.4"
"6476-YHMGA,3.4"
"4023-RTIQM,3.4"
"3347-YJZZE,3.4"
"2040-OBMLJ,3.4"
"8469-SNFFH,3.4"
"5478-JJVZK,3.4"
"8894-JVDCV,3.4"
"9495-SKLKD,3.4"
"4039-PIMHX,3.4"
"2954-PIBKO,3.4"
"5336-UFNZP,3.4"
"2371-JUNGC,3.4"
"2851-MMUTZ,3.4"
"2911-IJORQ,3.4"
"8082-GHXOP,3.4"
"1371-WEPDS,3.4"
"7776-QGYJC,3.4"
"8565-HBFNN,3.4"
"7550-WIQVA,3.4"
"9089-UOWJG,3.4"
"7707-PYBBH,3.4"
"2882-DDZPG,3.4"
"5084-OOVCJ,3.4"
"5724-BIDBU,3.4"
"8229-MYEJZ,3.4"
"5791-KAJFD,3.4"
"4801-KFYKL,3.4"
"2239-CFOUJ,3.22"
"5808-TOTXO,3.2"
"7688-AWMDX,3.2"
"9500-WBGRP,3.2"
"4657-FWVFY,3.2"
"9154-QDGTH,3.2"
"3466-BYAVD,3.2"
"6502-KUGLL,3.2"
"6663-JOCQO,3.2"
"4682-BLBUC,3.2"
"9470-YFUYI,3.2"
"1492-KGETH,3.2"
"1352-VHKAJ,3.2"
"2408-PSJVE,3.2"
"4730-AWNAU,3.2"
"4827-USJHP,3.2"
"3340-QBBFM,3.2"
"5872-OEQNH,3.2"
"4937-QPZPO,3.2"
"8174-TBVCF,3.2"
"0479-HMSWA,3.2"
"8044-BGWPI,3.2"
"5448-VWNAM,3.2"
"5269-NRGDP,3.2"
"5553-AOINX,3.2"
"2056-EVGZL,3.2"
"9233-PSYHO,3.2"
"0103-CSITQ,3.2"
"0840-DCNZE,3.2"
"4500-HKANN,3.2"
"1131-ALZWV,3.2"
"8224-IVVPA,3.2"
"8582-KRHPJ,3.2"
"9845-PEEKO,3.2"
"2361-UPSND,3.2"
"4778-IZARL,3.2"
"6994-FGRHH,3.2"
"1309-XGFSN,3.2"
"7811-JIVPF,3.2"
"7669-LCRSD,3.2"
"8590-YFFQO,3.2"
"1206-EHBDD,3.2"
"4947-DSMXK,3.2"
"4623-ZKHLY,3.2"
"4751-ERMAN,3.2"
"4712-AUQZO,3.2"
"8883-GRDWQ,3.2"
"9861-PDSZP,3.2"
"3642-GKTCT,3.2"
"5278-PNYOX,3.2"
"7572-KPVKK,3.2"
"4770-QAZXN,3.2"
"3339-EAQNV,3.2"
"5315-CKEQK,3.2"
"8731-WBBMB,3.2"
"8417-GSODA,3.2"
"4837-QUSFT,3.2"
"1121-QSIVB,3.2"
"3606-SBKRY,3.2"
"3399-BMLVW,3.2"
"6195-MELTI,3.2"
"4644-PIZRT,3.2"
"0549-CYCQN,3.2"
"0320-DWVTU,3.2"
"7025-WCBNE,3.2"
"1930-WNXSB,3.2"
"6614-FHDBO,3.2"
"7219-TLZHO,3.2"
"8608-OZTLB,3.2"
"8148-BPLZQ,3.2"
"8550-XSXUQ,3.2"
"6890-PFRQX,3.2"
"9708-KFDBY,3.14"
"8150-QUDFX,3.1"
"8749-CLJXC,3.01"
"3030-ZKIWL,3.01"
"7096-UCLNH,3.01"
"6543-JXSOO,3.0"
"3162-ZJZFU,3.0"
"9554-DFKIC,3.0"
"1357-MVDOZ,3.0"
"8467-WYNSR,3.0"
"9102-OXKFY,3.0"
"8016-ZMGMO,3.0"
"4999-IEZLT,3.0"
"2926-JEJJC,3.0"
"3675-YDUPJ,3.0"
"0727-BNRLG,3.0"
"6648-INWPS,3.0"
"2302-OUZXB,3.0"
"0369-ZGOVK,3.0"
"0458-HEUZG,3.0"
"9372-TXXPS,3.0"
"8197-BFWVU,3.0"
"4003-OCTMP,3.0"
"1707-HABPF,3.0"
"0723-FDLAY,3.0"
"2361-FJWNO,3.0"
"4043-MKDTV,3.0"
"5055-BRMNE,3.0"
"0178-CIIKR,3.0"
"0533-UCAAU,3.0"
"3750-RNQKR,3.0"
"6814-ZPWFQ,3.0"
"6171-ZTVYB,3.0"
"7876-AEHIG,3.0"
"4318-RAJVY,3.0"
"8421-WZOOW,3.0"
"9705-IOVQQ,3.0"
"8652-YHIYU,3.0"
"9544-PYPSJ,3.0"
"6999-CHVCF,3.0"
"6933-FHBZC,3.0"
"7901-IIDQV,3.0"
"5569-IDSEY,3.0"
"7284-ZZLOH,3.0"
"9926-PJHDQ,3.0"
"3156-QLHBO,3.0"
"6727-IOTLZ,3.0"
"7470-DYNOE,3.0"
"6147-CBCRA,3.0"
"1136-XGEQU,3.0"
"8865-TNMNX,3.0"
"9592-ERDKV,3.0"
"0820-FNRNX,3.0"
"5222-JCXZT,3.0"
"7663-ZTEGJ,3.0"
"2144-ESWKO,3.0"
"4310-KEDTB,3.0"
"8378-LKJAF,3.0"
"1915-OAKWD,3.0"
"7080-TNUWP,3.0"
"2999-AANRQ,3.0"
"2282-YGNOR,3.0"
"1057-FOGLZ,3.0"
"3137-NYQQI,3.0"
"1596-OQSPS,3.0"
"9027-TMATR,3.0"
"2272-JKMSI,3.0"
"0076-LVEPS,3.0"
"4827-LTQRJ,3.0"
"0071-NDAFP,3.0"
"0516-OOHAR,3.0"
"7217-JYHOQ,3.0"
"4759-PXTAN,3.0"
"6161-ERDGD,3.0"
"2988-QRAJY,3.0"
"3255-GRXMG,3.0"
"6094-ZIVKX,3.0"
"5060-TQUQN,3.0"
"3717-OFRTN,2.91"
"4881-GQJTW,2.8"
"3472-OAOOR,2.8"
